         153767885 function calls (142968183 primitive calls) in 105.711 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.148    0.008 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/binding/executionengine.py:87(finalize_object)
       18    0.000    0.000    0.145    0.008 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/codegen.py:667(_optimize_final_module)
       36    0.000    0.000    0.145    0.004 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/binding/passmanagers.py:668(run)
      160    0.002    0.000    0.140    0.001 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/postproc.py:71(run)
    21614    0.015    0.000    0.129    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/pprint.py:454(_repr)
        4    0.000    0.000    0.128    0.032 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/np/npyimpl.py:335(numpy_ufunc_kernel)
        2    0.000    0.000    0.122    0.061 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/np/npyimpl.py:229(_build_array)
9217/9032    0.009    0.000    0.120    0.000 <frozen importlib._bootstrap>:1209(_handle_fromlist)
  1048576    0.116    0.000    0.116    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)
      465    0.001    0.000    0.115    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/pprint.py:206(_pprint_dict)
 1202/756    0.003    0.000    0.113    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/functools.py:981(__get__)
42299/21614    0.014    0.000    0.112    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/pprint.py:463(format)
    35/33    0.003    0.000    0.111    0.003 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/rewrites/registry.py:54(apply)
  213/189    0.001    0.000    0.110    0.001 <frozen importlib._bootstrap>:1167(_find_and_load)
    66/42    0.000    0.000    0.108    0.003 <frozen importlib._bootstrap>:1122(_find_and_load_unlocked)
   177/51    0.000    0.000    0.106    0.002 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
    17/16    0.000    0.000    0.105    0.007 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/typed_passes.py:224(run_pass)
    65/42    0.000    0.000    0.105    0.002 <frozen importlib._bootstrap>:666(_load_unlocked)
42299/21614    0.036    0.000    0.105    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/pprint.py:551(_safe_repr)
    64/42    0.000    0.000    0.104    0.002 <frozen importlib._bootstrap_external>:934(exec_module)
        7    0.000    0.000    0.103    0.015 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/np/arrayobj.py:4156(_empty_nd_impl)
70461/12841    0.075    0.000    0.102    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/ir.py:317(_rec_list_vars)
        1    0.000    0.000    0.098    0.098 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/np/arrayobj.py:4123(make_array_nditer)
        1    0.000    0.000    0.098    0.098 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/np/arrayobj.py:3488(init_specific)
        6    0.000    0.000    0.098    0.016 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/typing/templates.py:1076(_get_signature)
       10    0.000    0.000    0.097    0.010 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/types/functions.py:389(get_call_type)
        4    0.000    0.000    0.097    0.024 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/typing/templates.py:1134(generic)
        2    0.000    0.000    0.095    0.048 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/np/arrayobj.py:4348(codegen)
    67/45    0.001    0.000    0.095    0.002 {built-in method builtins.exec}
   331/85    0.000    0.000    0.093    0.001 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/typing/context.py:153(refresh)
    45/33    0.000    0.000    0.092    0.003 {built-in method builtins.__import__}
    10579    0.005    0.000    0.091    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/ir.py:350(list_vars)
     5023    0.031    0.000    0.087    0.000 {built-in method builtins.sorted}
      103    0.000    0.000    0.085    0.001 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/ir/module.py:233(__repr__)
       10    0.000    0.000    0.084    0.008 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/lowering.py:301(create_cfunc_wrapper)
       10    0.001    0.000    0.084    0.008 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/cpu.py:193(create_cfunc_wrapper)
      103    0.000    0.000    0.084    0.001 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/ir/module.py:207(_get_body_lines)
      103    0.000    0.000    0.083    0.001 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/ir/module.py:212(<listcomp>)
1315/1189    0.001    0.000    0.082    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/ir_utils.py:1542(guard)
      180    0.015    0.000    0.081    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/analysis.py:23(compute_use_defs)
      465    0.014    0.000    0.079    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/pprint.py:377(_format_dict_items)
      277    0.000    0.000    0.079    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/ir/values.py:1013(__str__)
      277    0.000    0.000    0.079    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/ir/values.py:1006(descr)
 2979/765    0.006    0.000    0.078    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/typing/context.py:428(install_registry)
   331/85    0.001    0.000    0.075    0.001 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/typing/context.py:415(_load_builtins)
36206/35022    0.009    0.000    0.074    0.000 {built-in method builtins.next}
41578/21013    0.021    0.000    0.074    0.000 {method 'format' of 'str' objects}
       17    0.000    0.000    0.072    0.004 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/untyped_passes.py:212(run_pass)
23137/9534    0.011    0.000    0.070    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/ir/_utils.py:44(__str__)
       30    0.000    0.000    0.069    0.002 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/codegen.py:732(add_llvm_module)
       37    0.000    0.000    0.069    0.002 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/ir/values.py:999(descr_body)
      637    0.001    0.000    0.068    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/ir/values.py:1172(descr)
      637    0.001    0.000    0.066    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/llvmlite/ir/values.py:1174(<listcomp>)
    64/63    0.000    0.000    0.066    0.001 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/inline_closurecall.py:1401(match)
    63/62    0.002    0.000    0.066    0.001 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/inline_closurecall.py:1414(_inline_const_arraycall)
      160    0.000    0.000    0.065    0.000 /Users/h.t/.asdf/installs/python/3.11.1/lib/python3.11/site-packages/numba/core/postproc.py:42(usedefs)
